store,websites,attribute_set,type,has_options,sku,cost
admin,base,Default,simple,0,784762072054,11.99
admin,base,Default,simple,0,784762072009,11.99
admin,base,Default,simple,0,784762072047,11.99
admin,base,Default,simple,0,784762072016,11.99
admin,base,Default,simple,0,784762072023,11.99
admin,base,Default,simple,0,031700901083,15.5
admin,base,Default,simple,0,031700233085,15.5
admin,base,Default,simple,0,031700901557,15.5
admin,base,Default,simple,0,031700901304,15.5
admin,base,Default,simple,0,031700009765,15.5
admin,base,Default,simple,0,031700232279,15.5
admin,base,Default,simple,0,031700901885,15.5
admin,base,Default,simple,0,1111103170008,15.5
admin,base,Default,simple,0,031700900994,15.5
admin,base,Default,simple,0,031700420072,15.5
admin,base,Default,simple,0,031700009727,15.5
admin,base,Default,simple,0,619682577429,5.75
admin,base,Default,simple,0,025900297046,34.99
admin,base,Default,simple,0,025900277239,17.49
admin,base,Default,simple,0,025900277178,20.99
admin,base,Default,simple,0,025900297022,34.99
admin,base,Default,simple,0,025900240905,14.99
admin,base,Default,simple,0,025900240929,14.99
admin,base,Default,simple,0,025900240813,14.99
admin,base,Default,simple,0,025900240868,14.99
admin,base,Default,simple,0,025900286040,32.99
admin,base,Default,simple,0,025900240806,14.99
admin,base,Default,simple,0,025900294304,33.99
admin,base,Default,simple,0,025900227012,21
admin,base,Default,simple,0,025900453381,15.4
admin,base,Default,simple,0,025900278991,15.4
admin,base,Default,simple,0,025900294250,15.4
admin,base,Default,simple,0,025900294243,15.4
admin,base,Default,simple,0,025900435257,15.4
admin,base,Default,simple,0,025900405366,15.4
admin,base,Default,simple,0,025900294229,15.4
admin,base,Default,simple,0,025900430115,15.4
admin,base,Default,simple,0,025900296339,15.4
admin,base,Default,simple,0,025900293789,15.4
admin,base,Default,simple,0,025900294236,15.4
admin,base,Default,simple,0,025900297039,15.4
admin,base,Default,simple,0,025900297015,34.99
admin,base,Default,simple,0,025900286743,33.99
admin,base,Default,simple,0,025900296346,15.4
admin,base,Default,simple,0,025900294205,15.4
admin,base,Default,simple,0,853086004567,29.5
admin,base,Default,simple,0,619682621221,5.75
admin,base,Default,simple,0,619682621382,5.75
admin,base,Default,simple,0,619682621443,5.75
admin,base,Default,simple,0,619682621344,5.75
admin,base,Default,simple,0,619682621481,5.75
admin,base,Default,simple,0,619682621306,5.75
admin,base,Default,simple,0,025900300890,9
admin,base,Default,simple,0,025900300876,9
admin,base,Default,simple,0,025900305925,9
admin,base,Default,simple,0,025900305918,9
admin,base,Default,simple,0,644536730262,9
admin,base,Default,simple,0,644536730071,9
admin,base,Default,simple,0,644536730064,9
admin,base,Default,simple,0,644536730095,9
admin,base,Default,simple,0,644536730248,9
admin,base,Default,simple,0,644536730040,9
admin,base,Default,simple,0,644536730286,9
admin,base,Default,simple,0,644536730279,9
admin,base,Default,simple,0,644536730033,9
admin,base,Default,simple,0,644536730026,9
admin,base,Default,simple,0,079083159554,58.99
admin,base,Default,simple,0,031700232170,6.75
admin,base,Default,simple,0,031700232057,6.75
admin,base,Default,simple,0,031700010372,6.75
admin,base,Default,simple,0,031700232187,6.75
admin,base,Default,simple,0,818892014728,9.25
admin,base,Default,simple,0,818892014636,9.25
admin,base,Default,simple,0,818892014575,9.25
admin,base,Default,simple,0,8.12319E+11,7.69
admin,base,Default,simple,0,812319013707,7.69
admin,base,Default,simple,0,818892015718,7.69
admin,base,Default,simple,0,031700901335,42.99
admin,base,Default,simple,0,031700009857,17
admin,base,Default,simple,0,031700232620,17
admin,base,Default,simple,0,031700009871,17
admin,base,Default,simple,0,031700233061,17
admin,base,Default,simple,0,031700009833,17
admin,base,Default,simple,0,031700420058,17
admin,base,Default,simple,0,031700009802,17
admin,base,Default,simple,0,031700232613,9.25
admin,base,Default,simple,0,031700009895,17
admin,base,Default,simple,0,031700009864,17
admin,base,Default,simple,0,031700009840,17
admin,base,Default,simple,0,031700009888,17
admin,base,Default,simple,0,816518019133,12.99
admin,base,Default,simple,0,816518019119,12.99
admin,base,Default,simple,0,816518017139,10.99
admin,base,Default,simple,0,816518017269,10.99
admin,base,Default,simple,0,816518017245,10.99
admin,base,Default,simple,0,071610496620,17.81
admin,base,Default,simple,0,071610496583,17.81
admin,base,Default,simple,0,071610496309,29.99
admin,base,Default,simple,0,071610496262,29.99
admin,base,Default,simple,0,071610497818,29.99
admin,base,Default,simple,0,071610496040,17.81
admin,base,Default,simple,0,071610496002,17.81
admin,base,Default,simple,0,071610499546,29.99
admin,base,Default,simple,0,071610496347,29.99
admin,base,Default,simple,0,071610496385,29.99
admin,base,Default,simple,0,071610496101,17.81
admin,base,Default,simple,0,071610496705,17.81
admin,base,Default,simple,0,071610499461,29.99
admin,base,Default,simple,0,071610499508,29.99
admin,base,Default,simple,0,071610498556,29.99
admin,base,Default,simple,0,812615002726,7.25
admin,base,Default,simple,0,812615001040,7.25
admin,base,Default,simple,0,812615002702,7.25
admin,base,Default,simple,0,812615002757,7.25
admin,base,Default,simple,0,812615001057,7.25
admin,base,Default,simple,0,812615002733,7.25
admin,base,Default,simple,0,812615002719,7.25
admin,base,Default,simple,0,812615002764,7.25
admin,base,Default,simple,0,025900297411,8.49
admin,base,Default,simple,0,025900297404,8.49
admin,base,Default,simple,0,717519011112,51
admin,base,Default,simple,0,717519011143,51
admin,base,Default,simple,0,717519011105,51
admin,base,Default,simple,0,717519001052,63
admin,base,Default,simple,0,717519001076,63
admin,base,Default,simple,0,717519008822,51
admin,base,Default,simple,0,076452562038,18.99
admin,base,Default,simple,0,76452562038,18.49
admin,base,Default,simple,0,076452562045,18.99
admin,base,Default,simple,0,025900295400,33.99
admin,base,Default,simple,0,025900292867,26.75
admin,base,Default,simple,0,025900277208,25.99
admin,base,Default,simple,0,025900205591,24.99
admin,base,Default,simple,0,025900405632,24.99
admin,base,Default,simple,0,076452304515,65.99
admin,base,Default,simple,0,076452304508,65.99
admin,base,Default,simple,0,071610760561,22.49
admin,base,Default,simple,0,071610502376,17.99
admin,base,Default,simple,0,751667090629,30
admin,base,Default,simple,0,751667074223,30
admin,base,Default,simple,0,751667067584,30
admin,base,Default,simple,0,751667090667,30
admin,base,Default,simple,0,751667067546,30
admin,base,Default,simple,0,751667074346,30
admin,base,Default,simple,0,025900293345,36.99
admin,base,Default,simple,0,025900283605,36.99
admin,base,Default,simple,0,025900293307,36.99
admin,base,Default,simple,0,025900296414,36.99
admin,base,Default,simple,0,070137505297,32
admin,base,Default,simple,0,070137505259,32
admin,base,Default,simple,0,070137500230,29
admin,base,Default,simple,0,070137510185,29
admin,base,Default,simple,0,070137500186,29
admin,base,Default,simple,0,070137500384,29
admin,base,Default,simple,0,070137500421,29
admin,base,Default,simple,0,070137500889,29
admin,base,Default,simple,0,070137005230,14.5
admin,base,Default,simple,0,070137525257,16
admin,base,Default,simple,0,070137525295,16
admin,base,Default,simple,0,070137005186,14.5
admin,base,Default,simple,0,070137511274,8.99
admin,base,Default,simple,0,070137512486,8.99
admin,base,Default,simple,0,799953003113,60.49
admin,base,Default,simple,0,799953034117,60.49
admin,base,Default,simple,0,799953024118,60.49
admin,base,Default,simple,0,799953037118,60.49
admin,base,Default,simple,0,799953013112,60.49
admin,base,Default,simple,0,799953010111,60.49
admin,base,Default,simple,0,7.99953E+11,60.49
admin,base,Default,simple,0,799953002116,60.49
admin,base,Default,simple,0,799953001119,60.49
admin,base,Default,simple,0,799953020110,60.49
admin,base,Default,simple,0,799953011118,60.49
admin,base,Default,simple,0,033300635900,18.49
admin,base,Default,simple,0,033300635849,18.99
admin,base,Default,simple,0,033300632541,30.99
admin,base,Default,simple,0,033300632251,26.99
admin,base,Default,simple,0,033300635368,17.5
admin,base,Default,simple,0,064307000804,1.24
admin,base,Default,simple,0,6991000000760,5.99
admin,base,Default,simple,0,715064500365,1.99
admin,base,Default,simple,0,610466021350,5.99
admin,base,Default,simple,0,8901802002020,3
admin,base,Default,simple,0,604022236685,3.99
admin,base,Default,simple,0,8901802001023,3
admin,base,Default,simple,0,610466017285,6
admin,base,Default,simple,0,8901810281721,4
admin,base,Default,simple,0,8901810001046,3
admin,base,Default,simple,0,8901810001022,3
admin,base,Default,simple,0,8901810151031,4
admin,base,Default,simple,0,8901810001459,3
admin,base,Default,simple,0,8901810001466,3
admin,base,Default,simple,0,8901810151628,4
admin,base,Default,simple,0,8901810281516,4
admin,base,Default,simple,0,8901810001237,3
admin,base,Default,simple,0,8901810001114,3
admin,base,Default,simple,0,8901810001794,3
admin,base,Default,simple,0,8.90181E+12,3
admin,base,Default,simple,0,0749967302917,25.99
admin,base,Default,simple,0,749967302917,25.99
admin,base,Default,simple,0,091037553416,25.99
admin,base,Default,simple,0,10000243,90
admin,base,Default,simple,0,087860098934,25.99
admin,base,Default,simple,0,087860098224,48.99
admin,base,Default,simple,0,10000021,71
admin,base,Default,simple,0,1.08614E+13,35
admin,base,Default,simple,0,1.28193E+11,36
admin,base,Default,simple,0,8.40124E+11,33
admin,base,Default,simple,0,8.18892E+11,8.19
admin,base,Default,simple,0,8.18892E+11,8.19
admin,base,Default,simple,0,8.18892E+11,8.19
admin,base,Default,simple,0,8.18892E+11,8.19
admin,base,Default,simple,0,8.16518E+11,9.99
admin,base,Default,simple,0,8.16518E+11,9.99
admin,base,Default,simple,0,8.16518E+11,9.99
admin,base,Default,simple,0,8.16518E+11,9.99
admin,base,Default,simple,0,8.18892E+11,7.69
admin,base,Default,simple,0,8.18892E+11,7.69
admin,base,Default,simple,0,8.18892E+11,7.69
admin,base,Default,simple,0,8.18892E+11,7.69
admin,base,Default,simple,0,8.12319E+11,7.69
admin,base,Default,simple,0,200234,12.99
admin,base,Default,simple,0,200233,11.99
admin,base,Default,simple,0,200231,26.99
admin,base,Default,simple,0,200230,20.99
admin,base,Default,simple,0,200229,45.99
admin,base,Default,simple,0,200228,45.99
admin,base,Default,simple,0,200227,42.99
admin,base,Default,simple,0,200225,48.99
admin,base,Default,simple,0,200224,48.99
admin,base,Default,simple,0,200222,48.99
admin,base,Default,simple,0,200221,48.99
admin,base,Default,simple,0,200220,48.99
admin,base,Default,simple,0,200219,38.99
admin,base,Default,simple,0,200218,6.99
admin,base,Default,simple,0,200217,12.99
admin,base,Default,simple,0,200216,12.99
admin,base,Default,simple,0,200215,10.99
admin,base,Default,simple,0,200214,10.99
admin,base,Default,simple,0,200213,18.99
admin,base,Default,simple,0,200212,9.99
admin,base,Default,simple,0,200211,12.99
admin,base,Default,simple,0,200210,18.99
admin,base,Default,simple,0,200209,4.49
admin,base,Default,simple,0,200208,8.99
admin,base,Default,simple,0,200207,2.99
admin,base,Default,simple,0,200206,2.49
admin,base,Default,simple,0,200205,9.99
admin,base,Default,simple,0,200204,12.99
admin,base,Default,simple,0,200203,13.99
admin,base,Default,simple,0,200202,9.99
admin,base,Default,simple,0,200201,8.99
admin,base,Default,simple,0,044600311715,3.25
admin,base,Default,simple,0,017082875372,25
admin,base,Default,simple,0,017082879097,2.37
admin,base,Default,simple,0,017082879066,2.37
admin,base,Default,simple,0,017082879080,2.37
admin,base,Default,simple,0,017082878380,2.37
admin,base,Default,simple,0,017082876102,2.37
admin,base,Default,simple,0,017082878380,25
admin,base,Default,simple,0,017082878380,25
admin,base,Default,simple,0,017082006134,21
admin,base,Default,simple,0,017082006035,21
admin,base,Default,simple,0,017082006035,21
admin,base,Default,simple,0,017082006738,21
admin,base,Default,simple,0,757528008680,21.48
admin,base,Default,simple,0,757528008796,12.64
admin,base,Default,simple,0,263,40.41
admin,base,Default,simple,0,264,44.82
admin,base,Default,simple,0,265,18.99
admin,base,Default,simple,0,267,19.99
admin,base,Default,simple,0,268,18.99
admin,base,Default,simple,0,272,14.75
admin,base,Default,simple,0,273,13.8
admin,base,Default,simple,0,274,13.35
admin,base,Default,simple,0,275,25.5
admin,base,Default,simple,0,276,21.25
admin,base,Default,simple,0,277,21.25
admin,base,Default,simple,0,278,21.25
admin,base,Default,simple,0,200101,6.99
admin,base,Default,simple,0,200102,6.99
admin,base,Default,simple,0,200103,2.99
admin,base,Default,simple,0,200104,4.5
admin,base,Default,simple,0,200105,6.99
admin,base,Default,simple,0,200106,3.49
admin,base,Default,simple,0,200107,4.99
admin,base,Default,simple,0,200108,4.5
admin,base,Default,simple,0,200109,6.99
admin,base,Default,simple,0,200110,5
admin,base,Default,simple,0,200111,4.5
admin,base,Default,simple,0,200112,6.99
admin,base,Default,simple,0,200113,3.99
admin,base,Default,simple,0,200114,2.99
admin,base,Default,simple,0,200115,2.49
admin,base,Default,simple,0,200116,49.99
admin,base,Default,simple,0,200117,15.99
admin,base,Default,simple,0,200118,6.99
admin,base,Default,simple,0,200119,13.99
admin,base,Default,simple,0,200120,22.99
admin,base,Default,simple,0,200121,4.29
admin,base,Default,simple,0,200121,22.99
admin,base,Default,simple,0,200123,9.99
admin,base,Default,simple,0,200124,6.99
admin,base,Default,simple,0,200242,39.99
admin,base,Default,simple,0,200243,6.99
admin,base,Default,simple,0,200244,6.99
admin,base,Default,simple,0,200245,4.5
admin,base,Default,simple,0,200246,3.99
admin,base,Default,simple,0,200247,3.99
admin,base,Default,simple,0,200248,49.75
admin,base,Default,simple,0,200249,39.8
admin,base,Default,simple,0,200250,29.99
admin,base,Default,simple,0,200251,24.5
admin,base,Default,simple,0,200252,20
admin,base,Default,simple,0,200253,49.99
admin,base,Default,simple,0,200254,35
admin,base,Default,simple,0,200255,37.35
admin,base,Default,simple,0,200256,29.9
admin,base,Default,simple,0,200257,12.45
admin,base,Default,simple,0,200258,74.7
admin,base,Default,simple,0,200259,67.35
admin,base,Default,simple,0,200260,74.49
admin,base,Default,simple,0,200261,41.86
admin,base,Default,simple,0,200262,40.41
admin,base,Default,simple,0,200266,6.99
admin,base,Default,simple,0,200269,18.99
admin,base,Default,simple,0,200270,3.99
admin,base,Default,simple,0,4164128,10.4405
admin,base,Default,simple,0,11900041,1.99
admin,base,Default,simple,0,41689102708,9.4905
admin,base,Default,simple,0,41689102791,9.4905
admin,base,Default,simple,0,41689105006,13.2905
admin,base,Default,simple,0,41689105808,13.2905
admin,base,Default,simple,0,41689125394,13.7655
admin,base,Default,simple,0,41689132521,12.8155
admin,base,Default,simple,0,41689164270,18.9905
admin,base,Default,simple,0,41689169282,18.9905
admin,base,Default,simple,0,41689190521,11.8655
admin,base,Default,simple,0,41689192068,15.1905
admin,base,Default,simple,0,41689208318,13.7655
admin,base,Default,simple,0,41689208424,11.8655
admin,base,Default,simple,0,41689240073,11.8655
admin,base,Default,simple,0,41689240110,12.3405
admin,base,Default,simple,0,41689240257,11.8655
admin,base,Default,simple,0,41689243395,10.4405
admin,base,Default,simple,0,41689244729,12.8155
admin,base,Default,simple,0,41689247645,11.3905
admin,base,Default,simple,0,41689247799,10.9155
admin,base,Default,simple,0,41689247973,11.3905
admin,base,Default,simple,0,41689248925,11.8655
admin,base,Default,simple,0,41689249915,11.8655
admin,base,Default,simple,0,41689281809,12.8155
admin,base,Default,simple,0,41689282646,13.2905
admin,base,Default,simple,0,41689282677,23.7405
admin,base,Default,simple,0,41689282691,12.3405
admin,base,Default,simple,0,41689282745,14.7155
admin,base,Default,simple,0,41689282868,12.3405
admin,base,Default,simple,0,41689282905,12.3405
admin,base,Default,simple,0,41689284329,11.8655
admin,base,Default,simple,0,41689284428,15.1905
admin,base,Default,simple,0,41689284480,13.2905
admin,base,Default,simple,0,41689284497,15.1905
admin,base,Default,simple,0,41689284503,14.2405
admin,base,Default,simple,0,41689284572,10.4405
admin,base,Default,simple,0,41689284589,10.4405
admin,base,Default,simple,0,41689284718,12.8155
admin,base,Default,simple,0,41689284855,14.2405
admin,base,Default,simple,0,41689284886,11.8655
admin,base,Default,simple,0,41689285029,11.8655
admin,base,Default,simple,0,41689285043,13.2905
admin,base,Default,simple,0,41689285265,15.1905
admin,base,Default,simple,0,41689285944,13.2905
admin,base,Default,simple,0,41689286125,13.2905
admin,base,Default,simple,0,41689286149,13.2905
admin,base,Default,simple,0,41689286422,11.3905
admin,base,Default,simple,0,41689286538,11.3905
admin,base,Default,simple,0,41689286644,11.8655
admin,base,Default,simple,0,41689287382,14.7155
admin,base,Default,simple,0,41689287467,14.2405
admin,base,Default,simple,0,41689288211,12.8155
admin,base,Default,simple,0,41689288228,11.8655
admin,base,Default,simple,0,41689288235,11.8655
admin,base,Default,simple,0,41689288266,14.2405
admin,base,Default,simple,0,41689288303,13.7655
admin,base,Default,simple,0,41689288310,11.3905
admin,base,Default,simple,0,41689288365,11.8655
admin,base,Default,simple,0,41689288389,13.2905
admin,base,Default,simple,0,41689288396,12.3405
admin,base,Default,simple,0,41689288419,11.8655
admin,base,Default,simple,0,41689288426,12.8155
admin,base,Default,simple,0,41689288440,11.8655
admin,base,Default,simple,0,41689288457,14.7155
admin,base,Default,simple,0,41689288464,11.3905
admin,base,Default,simple,0,41689288471,11.3905
admin,base,Default,simple,0,41689288495,10.4405
admin,base,Default,simple,0,41689288525,11.8655
admin,base,Default,simple,0,41689288532,10.4405
admin,base,Default,simple,0,41689288549,13.7655
admin,base,Default,simple,0,41689288563,14.2405
admin,base,Default,simple,0,41689288570,14.2405
admin,base,Default,simple,0,41689288587,14.2405
admin,base,Default,simple,0,41689288594,12.8155
admin,base,Default,simple,0,41689288679,10.4405
admin,base,Default,simple,0,41689288686,10.4405
admin,base,Default,simple,0,41689288716,13.2905
admin,base,Default,simple,0,41689288754,13.7655
admin,base,Default,simple,0,41689288761,10.4405
admin,base,Default,simple,0,41689288778,10.4215
admin,base,Default,simple,0,41689288822,12.8155
admin,base,Default,simple,0,41689288860,10.4405
admin,base,Default,simple,0,41689288983,14.2405
admin,base,Default,simple,0,41689288990,12.255
admin,base,Default,simple,0,41689289003,14.7155
admin,base,Default,simple,0,41689289300,14.7155
admin,base,Default,simple,0,41689289317,17.0905
admin,base,Default,simple,0,41689289324,14.7155
admin,base,Default,simple,0,73854009147,11.99
admin,base,Default,simple,0,7.34366E+11,4.25
admin,base,Default,simple,0,7.34366E+11,4.79
admin,base,Default,simple,0,7.34366E+11,4.25
admin,base,Default,simple,0,7.34366E+11,4.25
admin,base,Default,simple,0,7.34366E+11,4.25
admin,base,Default,simple,0,7.34366E+11,4.79
admin,base,Default,simple,0,7.34366E+11,4.79
admin,base,Default,simple,0,7.34366E+11,4.25
admin,base,Default,simple,0,7.34366E+11,4.25
admin,base,Default,simple,0,7.34366E+11,4.79
admin,base,Default,simple,0,7.34366E+11,4.79
admin,base,Default,simple,0,7.34366E+11,4.79
admin,base,Default,simple,0,7.34366E+11,4.79
admin,base,Default,simple,0,7.34366E+11,4.25
admin,base,Default,simple,0,018505122257,55
admin,base,Default,simple,0,039612118346,2.99
admin,base,Default,simple,0,076768113009,1.6
admin,base,Default,simple,0,077170260084,21.49
admin,base,Default,simple,0,077170260862,14.99
admin,base,Default,simple,0,085502141055,25
admin,base,Default,simple,0,10000041,0.69
admin,base,Default,simple,0,10000045,30
admin,base,Default,simple,0,10000052,20
admin,base,Default,simple,0,10000069,19
admin,base,Default,simple,0,10000076,19
admin,base,Default,simple,0,10000083,19
admin,base,Default,simple,0,10000090,19
admin,base,Default,simple,0,10000114,1.25
admin,base,Default,simple,0,10000182,14
admin,base,Default,simple,0,10000199,25
admin,base,Default,simple,0,1003600005122,55.99
admin,base,Default,simple,0,10077170260111,21.49
admin,base,Default,simple,0,1082052400020,4.6
admin,base,Default,simple,0,197905250392,0.59
admin,base,Default,simple,0,200271,6.99
admin,base,Default,simple,0,200280,29.85
admin,base,Default,simple,0,200801,23
admin,base,Default,simple,0,300742541282,1.29
admin,base,Default,simple,0,30655708010922,1.29
admin,base,Default,simple,0,609465954400,20
admin,base,Default,simple,0,655708019467,8.99
admin,base,Default,simple,0,6922376870206,5.89
admin,base,Default,simple,0,6991000000784,5.99
admin,base,Default,simple,0,704936008214,25.5
admin,base,Default,simple,0,857995003857,3.49
