store,websites,attribute_set,type,sku,has_options,exclude_from_supply_needs,name,meta_title,meta_description,image,small_image,thumbnail
admin,base,Default,simple,9811016005153,0,0,WINTER CAP SEATTLE,,,10000021.png,10000021.png,10000021.png
