"store","websites","attribute_set","type","category_ids","sku","has_options","exclude_from_supply_needs","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","videoid","taxunit","unitinbox","product_barcode_","upccode","retailupc","boxincase","price","special_price","weight","msrp","manufacturer","status","is_recurring","visibility","tax_class_id","new","sale","mv_created_userid","mv_shipping_","description","short_description","meta_keyword","custom_layout_update","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","mv_created_date","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_ordered_qty","stock_reserved_qty","stock_ordered_qty_for_valid_orders","shelf_location","is_favorite_warehouse","ideal_stock_level","use_config_ideal_stock_level","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites"
"admin","base","Default","simple","36","9811016005153","0","0","WINTER CAP SEATTLE","","","/0/2/025900277239.png","/0/2/025900277239.png","/0/2/025900277239.png","winter-cap-seattle","winter-cap-seattle.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","","0","1","","","","1","7.9900","7.9800","1.0000","","","Enabled","No","Catalog, Search","None","No","Yes","","","WINTER CAP SEATTLE","","","","2015-12-02 00:00:00","","","","","","","72.0000","0.0000","1","0","1","0","1.0000","1","0.0000","1","1","","","1","1","1","0","1","0.0000","1","0","0","0","0","0","","0","","1","0","1","WINTER CAP SEATTLE","0","simple","",""
